Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
piRNA metabolic process (GO:0034587)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	MYBL1
positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	C3
positive regulation of macrophage migration (GO:1905523)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	PTK2
positive regulation of mitochondrial fission (GO:0090141)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	DCN
positive regulation of oxidoreductase activity (GO:0051353)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	EDN3
protein import into mitochondrial matrix (GO:0030150)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	DNAJC15
pyroptosis (GO:0070269)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	GSDME
regulation of epithelial cell differentiation (GO:0030856)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	ALOX15B
regulation of exosomal secretion (GO:1903541)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	SDC4
regulation of histone H3-K4 methylation (GO:0051569)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	BRCA1
regulation of oligodendrocyte differentiation (GO:0048713)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	TNFRSF21
regulation of water loss via skin (GO:0033561)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	MET
response to fatty acid (GO:0070542)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	GLDC
vesicle transport along actin filament (GO:0030050)	1/19	0.5140250664157093	0.6708813467470731	0	0	1.4364545997610514	0.9559364717490211	MYO5B
endoplasmic reticulum organization (GO:0007029)	3/73	0.5147171212809478	0.6715142483673372	0	0	1.1081055063534848	0.735934762347597	CYB5A;TRAM2;SEC31A
negative regulation of tumor necrosis factor production (GO:0032720)	2/46	0.5153633778618871	0.6715466523425394	0	0	1.1752722378563563	0.7790680327381492	SIRPA;VSIR
regulation of cellular protein localization (GO:1903827)	2/46	0.5153633778618871	0.6715466523425394	0	0	1.1752722378563563	0.7790680327381492	MAP2;GBF1
regulation of telomerase activity (GO:0051972)	2/46	0.5153633778618871	0.6715466523425394	0	0	1.1752722378563563	0.7790680327381492	GREM1;NEK2
organelle assembly (GO:0070925)	16/425	0.5188814241627516	0.6758592113843475	0	0	1.0113193878475053	0.6635063144943045	PLK4;TMOD1;STX12;GBF1;KIF24;WIPI1;ANLN;ABLIM3;HAUS8;FAM161A;CENPJ;TP53INP2;ULK2;NEK2;TUBGCP3;DLGAP5
negative regulation of cytokine production (GO:0001818)	7/182	0.5197444976878597	0.6767115106441932	0	0	1.0341463414634147	0.6767639171558516	SRGN;ANXA1;SIRPA;ATP2B1;VSIR;TNFRSF21;ASB1
cellular response to chemical stress (GO:0062197)	4/101	0.522131936707984	0.679547064956758	0	0	1.0661546809132267	0.6928245958561969	NCF2;GSR;SOD2;PRDX6
determination of heart left/right asymmetry (GO:0061371)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	STIL;VANGL2
embryonic heart tube morphogenesis (GO:0003143)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	STIL;VANGL2
negative regulation of cold-induced thermogenesis (GO:0120163)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	ADAM17;PLCL2
polyol metabolic process (GO:0019751)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	INPP4B;PLCB4
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	LEFTY1;TTK
regulation of synapse assembly (GO:0051963)	2/47	0.526942628755412	0.6819025494847819	0	0	1.1490952594586512	0.73618350590741	CUX2;EPHB2
intrinsic apoptotic signaling pathway (GO:0097193)	4/102	0.5299264608969141	0.6819025494847819	0	0	1.0552204687543034	0.670082973432265	MSH6;E2F1;DAB2IP;BRCA1
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	MSH2
calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	CLDN7
cardiac ventricle development (GO:0003231)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	STRA6
cellular monovalent inorganic cation homeostasis (GO:0030004)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ATP1A1
cellular response to interferon-beta (GO:0035458)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	STAT1
early endosome to late endosome transport (GO:0045022)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	EMP2
embryonic digestive tract development (GO:0048566)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	STRA6
endoplasmic reticulum calcium ion homeostasis (GO:0032469)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	TGM2
fatty acid transport (GO:0015908)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ACSL1
ganglioside metabolic process (GO:0001573)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	B4GALNT1
insulin secretion (GO:0030073)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ANXA1
lipopolysaccharide-mediated signaling pathway (GO:0031663)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	LYN
maintenance of protein location in nucleus (GO:0051457)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	BARD1
mesoderm development (GO:0007498)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	JAK2
mesoderm formation (GO:0001707)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ITGB4
mitotic cytokinetic process (GO:1902410)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	CEP55
natural killer cell mediated immunity (GO:0002228)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	TUBB
negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	CDKN1C
negative regulation of viral life cycle (GO:1903901)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	TRIM26
positive regulation of embryonic development (GO:0040019)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	B4GALT5
positive regulation of epidermal cell differentiation (GO:0045606)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	SFRP4
positive regulation of heart contraction (GO:0045823)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	EDN3
positive regulation of interferon-alpha production (GO:0032727)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	STAT1
positive regulation of natural killer cell mediated cytotoxicity (GO:0045954)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	CADM1
positive regulation of peptidyl-lysine acetylation (GO:2000758)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	BRCA1
protein targeting to lysosome (GO:0006622)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	NCOA4
purine ribonucleoside monophosphate metabolic process (GO:0009167)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	GMPS
regulation of granulocyte chemotaxis (GO:0071622)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	PTK2
regulation of programmed necrotic cell death (GO:0062098)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	MLKL
regulation of protein kinase A signaling (GO:0010738)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	AKAP12
regulation of smooth muscle contraction (GO:0006940)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ATP2B1
xenobiotic transport (GO:0042908)	1/20	0.5321448026516035	0.6819025494847819	0	0	1.3607809847198642	0.8584345882080949	ABCA8
phosphate-containing compound metabolic process (GO:0006796)	8/212	0.535640914556484	0.6861113571679657	0	0	1.0137015457471998	0.6328450334517387	INPP4B;PLCB4;PPA1;ALPP;GPD2;EPHB2;ALOX15B;PLPP1
endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888)	7/185	0.5371357264444188	0.6871164314833705	0	0	1.0165570475929477	0.6317947460170671	PROS1;GBF1;TRAPPC11;CD59;ARFGAP3;ERGIC1;SEC31A
protein-containing complex assembly (GO:0065003)	10/267	0.5383094642266563	0.6871164314833705	0	0	1.0057439318139707	0.6228790133285005	FGB;FGA;BLM;PARD3;TCF7;FANCA;PTK2B;CD59;KNTC1;SEC31A
inositol phosphate metabolic process (GO:0043647)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	INPP4B;PLCB4
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	SIRPA;VSIR
nucleus organization (GO:0006997)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	NUP205;CEP55
phosphatidic acid biosynthetic process (GO:0006654)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	GPD1L;AGPAT4
positive regulation of endocytosis (GO:0045807)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	C3;SMPD1
regulation of interleukin-10 production (GO:0032653)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	VSIR;TNFRSF21
substrate adhesion-dependent cell spreading (GO:0034446)	2/48	0.5383330462577918	0.6871164314833705	0	0	1.1240564105564983	0.696103254362249	PXN;ANTXR1
establishment of protein localization to organelle (GO:0072594)	3/76	0.5419956836262166	0.6895395364815554	0	0	1.0624007680094525	0.6507175396282217	IPO13;NUP107;NUP62CL
regulation of T cell proliferation (GO:0042129)	3/76	0.5419956836262166	0.6895395364815554	0	0	1.0624007680094525	0.6507175396282217	ANXA1;SDC4;TNFRSF21
steroid metabolic process (GO:0008202)	4/104	0.5453251480651417	0.6895395364815554	0	0	1.034008097165992	0.6269946542128845	HSD11B1;NPC1;HSD17B4;DHCR24
regulation of stress-activated MAPK cascade (GO:0032872)	2/49	0.5495326159221939	0.6895395364815554	0	0	1.100083044586352	0.6586055841167375	GREM1;DAB2IP
response to glucose (GO:0009749)	2/49	0.5495326159221939	0.6895395364815554	0	0	1.100083044586352	0.6586055841167375	UNC13B;KCNB1
response to hydrogen peroxide (GO:0042542)	2/49	0.5495326159221939	0.6895395364815554	0	0	1.100083044586352	0.6586055841167375	ANXA1;SIRPA
RNA catabolic process (GO:0006401)	2/49	0.5495326159221939	0.6895395364815554	0	0	1.100083044586352	0.6586055841167375	FEN1;DNA2
actin filament-based transport (GO:0099515)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	MYO5B
actin nucleation (GO:0045010)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	IQGAP2
aerobic respiration (GO:0009060)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	MTFR1L
androgen metabolic process (GO:0008209)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	HSD17B4
calcium ion transport into cytosol (GO:0060402)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	ATP2B4
calcium-mediated signaling using intracellular calcium source (GO:0035584)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	ADGRL1
cellular response to estradiol stimulus (GO:0071392)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	SFRP1
epithelial cell development (GO:0002064)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	SLC4A7
histone ubiquitination (GO:0016574)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	UHRF1
hydrogen peroxide catabolic process (GO:0042744)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	PXDN
long-term synaptic potentiation (GO:0060291)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	PTK2B
mitochondrial calcium ion transmembrane transport (GO:0006851)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	SLC8B1
NAD biosynthetic process (GO:0009435)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	NNMT
negative regulation of ion transmembrane transporter activity (GO:0032413)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	HECW2
negative regulation of microtubule depolymerization (GO:0007026)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	CLASP1
negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	GPD1L
negative regulation of response to wounding (GO:1903035)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	CD109
neuron apoptotic process (GO:0051402)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	TNFRSF21
neurotrophin signaling pathway (GO:0038179)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	KIDINS220
nuclear envelope organization (GO:0006998)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	NEMP1
nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	RPA1
nucleotide-excision repair, preincision complex stabilization (GO:0006293)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	RPA1
poly(A)+ mRNA export from nucleus (GO:0016973)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	THOC2
positive regulation of immune system process (GO:0002684)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	ANXA1
positive regulation of lipid storage (GO:0010884)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	C3
positive regulation of phosphatase activity (GO:0010922)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	ITGA1
positive regulation of T cell cytokine production (GO:0002726)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	IL1R1
positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	IGFBP5
purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	C3
regulation of fibroblast migration (GO:0010762)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	PTK2
regulation of lipid catabolic process (GO:0050994)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	LONP2
regulation of lipoprotein lipase activity (GO:0051004)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	PCSK6
regulation of transposition (GO:0010528)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	MYBL1
regulation of ubiquitin protein ligase activity (GO:1904666)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	FBXO5
response to glucagon (GO:0033762)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	CRY1
response to progesterone (GO:0032570)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	ABHD2
zinc ion transport (GO:0006829)	1/21	0.5495898094596975	0.6895395364815554	0	0	1.2926747311827957	0.7737732220113367	SLC39A11
import into nucleus (GO:0051170)	3/77	0.5508896040203451	0.690102046458253	0	0	1.0479893640270999	0.6248331047822882	IPO13;NUP107;NUP62CL
positive regulation of endothelial cell proliferation (GO:0001938)	3/77	0.5508896040203451	0.690102046458253	0	0	1.0479893640270999	0.6248331047822882	ADAM17;AKT3;HMGB2
positive regulation of protein modification by small protein conjugation or removal (GO:1903322)	3/77	0.5508896040203451	0.690102046458253	0	0	1.0479893640270999	0.6248331047822882	FANCI;CRY1;BRCA1
regulation of organelle assembly (GO:1902115)	3/77	0.5508896040203451	0.690102046458253	0	0	1.0479893640270999	0.6248331047822882	STIL;CENPJ;TBC1D2B
positive regulation of cellular metabolic process (GO:0031325)	4/105	0.5529258804985778	0.6923853629109267	0	0	1.0237169465934448	0.6065843517170951	GREM1;SFRP4;UHRF1;XDH
defense response to virus (GO:0051607)	5/133	0.5552061607377726	0.6949723448308336	0	0	1.0096600506756757	0.5940998996110192	MLKL;STAT1;OAS3;STAT2;IFIT1
peptidyl-lysine modification (GO:0018205)	4/106	0.5604587441264619	0.7005666227189219	0	0	1.013627583287026	0.5868900105433006	NUP205;NUP107;LOX;SENP1
RNA export from nucleus (GO:0006405)	4/106	0.5604587441264619	0.7005666227189219	0	0	1.013627583287026	0.5868900105433006	NUP205;NUP107;THOC2;NUP62CL
chloride transmembrane transport (GO:1902476)	2/50	0.5605397345258739	0.7005666227189219	0	0	1.0771085688649618	0.6234898397923171	GABRQ;APOL1
phosphatidic acid metabolic process (GO:0046473)	2/50	0.5605397345258739	0.7005666227189219	0	0	1.0771085688649618	0.6234898397923171	GPD1L;AGPAT4
cellular response to nerve growth factor stimulus (GO:1990090)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	KIDINS220
chaperone-mediated protein complex assembly (GO:0051131)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	BBS12
exogenous drug catabolic process (GO:0042738)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	CYP2S1
female gonad development (GO:0008585)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	NUP107
homologous chromosome segregation (GO:0045143)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	FANCD2
lipid droplet organization (GO:0034389)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	CIDEC
maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000466)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	EXOSC9
membrane lipid metabolic process (GO:0006643)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	B4GALT4
membrane protein intracellular domain proteolysis (GO:0031293)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	ADAM17
metallo-sulfur cluster assembly (GO:0031163)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	NFS1
mRNA modification (GO:0016556)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	TRMT61B
natural killer cell mediated cytotoxicity (GO:0042267)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	TUBB
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	CDKN1C
negative regulation of small molecule metabolic process (GO:0062014)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	CRY1
osteoclast differentiation (GO:0030316)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	TNFRSF11A
positive regulation of axon extension (GO:0045773)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	L1CAM
positive regulation of neural precursor cell proliferation (GO:2000179)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	NES
positive regulation of peptidase activity (GO:0010952)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	VSIR
regulation of adenylate cyclase activity (GO:0045761)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	STIM1
regulation of lipid storage (GO:0010883)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	C3
regulation of membrane protein ectodomain proteolysis (GO:0051043)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	ROCK1
regulation of platelet activation (GO:0010543)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	LYN
regulation of viral release from host cell (GO:1902186)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	TRIM26
zinc ion transmembrane transport (GO:0071577)	1/22	0.5663851792508657	0.7013830218225007	0	0	1.2310547875064004	0.6998311378865243	SLC39A11
negative regulation of NF-kappaB transcription factor activity (GO:0032088)	3/79	0.5683669436007254	0.7035683967749338	0	0	1.0203042984820543	0.576459727211821	TRAF3;DAB2IP;CHP1
mitotic nuclear membrane organization (GO:0101024)	2/51	0.5713531825254992	0.7064557657313761	0	0	1.0550718268464856	0.5905740571305446	NUP205;NUP107
mitotic nuclear membrane reassembly (GO:0007084)	2/51	0.5713531825254992	0.7064557657313761	0	0	1.0550718268464856	0.5905740571305446	NUP205;NUP107
negative regulation of transport (GO:0051051)	2/51	0.5713531825254992	0.7064557657313761	0	0	1.0550718268464856	0.5905740571305446	SIRPA;CRYAB
cellular calcium ion homeostasis (GO:0006874)	5/136	0.5751375812508992	0.7098478781037615	0	0	0.9863833298947803	0.5456139885301862	STIM1;EDN3;ATP2B4;ATP2B1;SLC8B1
heart development (GO:0007507)	6/164	0.5756980509257063	0.7098478781037615	0	0	0.981329542145561	0.5418626693309221	PDLIM1;LEFTY1;FLRT2;PKP2;PTK2;STRA6
negative regulation of cell cycle (GO:0045786)	3/80	0.5769469389863334	0.7098478781037615	0	0	1.007001085168201	0.5538556085509322	CDKN1C;HPGD;ALOX15B
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	3/80	0.5769469389863334	0.7098478781037615	0	0	1.007001085168201	0.5538556085509322	FGB;FGA;BRCA1
positive regulation of cell adhesion (GO:0045785)	3/80	0.5769469389863334	0.7098478781037615	0	0	1.007001085168201	0.5538556085509322	SAA1;JAK2;TGM2
regulation of protein localization to plasma membrane (GO:1903076)	3/80	0.5769469389863334	0.7098478781037615	0	0	1.007001085168201	0.5538556085509322	ATP2B4;EPHB2;SQSTM1
cartilage development (GO:0051216)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	ZBTB16;CD44
fatty acid beta-oxidation (GO:0006635)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	ACOX1;HSD17B4
negative regulation of BMP signaling pathway (GO:0030514)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	GREM1;NBL1
negative regulation of protein metabolic process (GO:0051248)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	ROCK1;CRYAB
negative regulation of protein-containing complex assembly (GO:0031333)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	PMEPA1;CRYAB
plasma membrane bounded cell projection morphogenesis (GO:0120039)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	DAB2IP;NBL1
protein homotetramerization (GO:0051289)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	SOD2;CRYZ
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	RTKN2;GSDME
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	2/52	0.5819720977164294	0.7098478781037615	0	0	1.0339165545087483	0.5596929170205617	UBASH3B;PTK2B
artery development (GO:0060840)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	STRA6
DNA catabolic process, endonucleolytic (GO:0000737)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	HMGB2
DNA methylation (GO:0006306)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	HELLS
drug catabolic process (GO:0042737)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	CYP2S1
ear morphogenesis (GO:0042471)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	EPHB2
negative regulation of reactive oxygen species metabolic process (GO:2000378)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	BRCA1
negative regulation of smoothened signaling pathway (GO:0045879)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	HHIP
nucleotide-excision repair, DNA damage recognition (GO:0000715)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	COPS8
oligosaccharide biosynthetic process (GO:0009312)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	B4GALT1
positive regulation of cholesterol efflux (GO:0010875)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	ABCA8
positive regulation of epithelial cell apoptotic process (GO:1904037)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	SFRP4
positive regulation of mRNA processing (GO:0050685)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	PRDX6
positive regulation of natural killer cell mediated immunity (GO:0002717)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	CADM1
regulation of B cell receptor signaling pathway (GO:0050855)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	LYN
regulation of necroptotic process (GO:0060544)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	MLKL
regulation of protein export from nucleus (GO:0046825)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	BARD1
regulation of supramolecular fiber organization (GO:1902903)	1/23	0.5825550727059089	0.7098478781037615	0	0	1.1750366568914956	0.6349093811725144	MAP2
